epoch,train_loss,val_loss,val_pr_auc
1,0.7258684635162354,0.6700835227966309,0.1669493901894788
2,0.6558252573013306,0.6477083563804626,0.23698789130701925
3,0.6052607893943787,0.6400645971298218,0.27269398211660834
4,0.5716475248336792,0.6406986117362976,0.2868544145917321
5,0.5471104383468628,0.6449860334396362,0.2893462991789957
6,0.5319774746894836,0.6489409804344177,0.2904788821031886
7,0.5199410319328308,0.653378963470459,0.29214539503273584
8,0.5121346712112427,0.6579190492630005,0.29563682577713757
9,0.5051667094230652,0.6617571115493774,0.29948270058711546
10,0.5028682947158813,0.6630381941795349,0.3043015065541249
11,0.5026798844337463,0.6675125360488892,0.308186991171005
12,0.49710139632225037,0.673999547958374,0.31197279546388196
13,0.4985518157482147,0.6814738512039185,0.31457128785074767
14,0.49455735087394714,0.684546947479248,0.31854585182699696
15,0.4939148426055908,0.6807575225830078,0.32328283356017307
16,0.49392378330230713,0.6716563105583191,0.32824689107855587
17,0.48961538076400757,0.6600474119186401,0.3327207928449157
18,0.4865957498550415,0.6488395929336548,0.33739117217611314
19,0.4850640892982483,0.6396124958992004,0.3413390814092577
20,0.4823211431503296,0.633285641670227,0.3447856300284273
21,0.4801594018936157,0.6293376684188843,0.3476477487133337
22,0.4769209325313568,0.625294029712677,0.35033962308823835
23,0.4759538173675537,0.620751678943634,0.3532293606616821
24,0.472869336605072,0.6138166189193726,0.3563344775427326
25,0.47082415223121643,0.6065095067024231,0.3591547332323711
26,0.46860235929489136,0.599715530872345,0.3618434232256101
27,0.4665863513946533,0.5943853855133057,0.36440894712613636
28,0.46671056747436523,0.5900593400001526,0.3664722152219666
29,0.46502685546875,0.5861789584159851,0.3689961360722058
30,0.46214595437049866,0.5820483565330505,0.3712413020333465
31,0.46168699860572815,0.5775289535522461,0.3732892498703044
32,0.4605080187320709,0.5732423067092896,0.37475860926579374
33,0.45863664150238037,0.5693157315254211,0.37623955140163956
34,0.457647442817688,0.5661543011665344,0.3782001928319685
35,0.45695266127586365,0.5635136961936951,0.38016661757199155
36,0.45497238636016846,0.5610860586166382,0.3817997364566907
37,0.45367366075515747,0.5592880845069885,0.38286315037202967
38,0.4530409574508667,0.5581904053688049,0.3839790400192491
39,0.45107001066207886,0.5564473271369934,0.38496624878728086
40,0.45053914189338684,0.5539504289627075,0.38585433813312475
41,0.44882306456565857,0.5516763925552368,0.3864975794060197
42,0.4480527937412262,0.5503759980201721,0.3869058669249902
43,0.4481083154678345,0.5498392581939697,0.38720419772532066
44,0.4470423460006714,0.5508942604064941,0.3872840008795706
45,0.44622576236724854,0.5517928004264832,0.38749212225291974
46,0.44481754302978516,0.5510590672492981,0.38799437410823145
47,0.4440619647502899,0.5489553809165955,0.38910211051284405
48,0.4439087212085724,0.5462732315063477,0.3904188608224212
49,0.440995991230011,0.5425980687141418,0.3920592318117337
50,0.4420076608657837,0.5399585962295532,0.39391631282737893
51,0.44172534346580505,0.538773775100708,0.39555307198480677
52,0.4396205246448517,0.5379608273506165,0.3969064679657741
53,0.4395637512207031,0.5358517169952393,0.3984664043673357
54,0.43871214985847473,0.5338219404220581,0.3996805235015039
55,0.4383877217769623,0.5326671004295349,0.4003582047513804
56,0.43677839636802673,0.5322974920272827,0.40111008506512397
57,0.43640169501304626,0.5326945185661316,0.4016571687365186
58,0.43568819761276245,0.5329918265342712,0.4022653955748293
59,0.43546003103256226,0.5328419804573059,0.40281361661637466
60,0.4337530732154846,0.5316922664642334,0.40342243636556585
61,0.4333164393901825,0.52960205078125,0.4041484152675785
62,0.433314710855484,0.5280188322067261,0.40461686925234
63,0.43309080600738525,0.5275006294250488,0.40486042151344853
64,0.4321775734424591,0.527691125869751,0.40478061748583316
65,0.4316602349281311,0.5274903178215027,0.4048385206547679
66,0.4317593276500702,0.5272681713104248,0.4046501307681205
67,0.43063730001449585,0.5264207124710083,0.4048777663024156
68,0.43176111578941345,0.5252719521522522,0.4050995179504665
69,0.4280429780483246,0.5234203934669495,0.40556701013297825
70,0.42862147092819214,0.5218797922134399,0.40601759753917377
71,0.4284341633319855,0.5211867094039917,0.40628894459146236
72,0.426916241645813,0.5204721689224243,0.4069769527338394
73,0.4278210699558258,0.5194029211997986,0.4077289490372926
74,0.42761218547821045,0.5187535881996155,0.4080434969324718
75,0.42678382992744446,0.5184797048568726,0.40809511705572876
76,0.42630985379219055,0.5190138816833496,0.40834915174611264
77,0.42509356141090393,0.5200774073600769,0.40845188732030246
78,0.42410412430763245,0.5198972821235657,0.4084230140775691
79,0.42601826786994934,0.5198445320129395,0.4083763189300082
80,0.42462897300720215,0.5193480849266052,0.40844925735563925
81,0.4238801598548889,0.5185038447380066,0.40900228102676417
82,0.4245764911174774,0.5176095962524414,0.4099183323149733
83,0.423278272151947,0.5163907408714294,0.410660208378296
84,0.42248284816741943,0.514876127243042,0.41098323618436294
85,0.421764612197876,0.5137131810188293,0.41120019457842766
86,0.4220196008682251,0.5140523314476013,0.4107644302497755
87,0.42098724842071533,0.5149188041687012,0.4104701511058503
88,0.42051181197166443,0.5152466297149658,0.41042331994973885
89,0.42115670442581177,0.5149779915809631,0.4104345596644438
90,0.4202207028865814,0.5135296583175659,0.411428625395144
91,0.42088553309440613,0.5125017762184143,0.4116666543921278
92,0.41987699270248413,0.5129765272140503,0.41149560694220577
93,0.4186151623725891,0.5142326951026917,0.4113360475881257
94,0.4198673665523529,0.515703558921814,0.41130098793524894
95,0.41843941807746887,0.5153136849403381,0.4115491384293984
96,0.4187409281730652,0.5140056014060974,0.4119990467960557
97,0.4175597131252289,0.5127587914466858,0.4125782797816566
98,0.41788172721862793,0.512325644493103,0.412816910613796
99,0.4168381989002228,0.5122044086456299,0.4127555744549011
100,0.41727414727211,0.5123711824417114,0.4125295837475702
