best_params,best_trees,threshold,test_acc,test_f1,test_pr_auc
"{'eta': 0.1, 'max_depth': 6, 'min_child_weight': 1, 'lambda': 5.0, 'subsample': 0.8, 'colsample_bytree': 0.8}",901,0.8200000000000001,0.9387101882012305,0.6400741772480357,0.2922477894421283
