best_params,threshold,test_acc,test_f1,test_pr_auc
"{'class_weight': 'balanced', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300, 'n_jobs': -1, 'random_state': 420}",0.32,0.9338015743756786,0.6562030157400476,0.33085520512188316
