epoch,loss,acc,f1,pr_auc
1,0.7695547342300415,0.6938320623817442,0.47840097606974574,0.08958822255890234
2,0.7903328537940979,0.5312159566538616,0.41879247056132396,0.09578090188465362
3,0.7400021553039551,0.5051781721231581,0.4065909054752428,0.09561389841136762
4,0.7481652498245239,0.505543690155381,0.406754751670249,0.09355370754991586
5,0.7423357963562012,0.5121660168568316,0.40992781927731237,0.09410141833882435
6,0.7258090972900391,0.5531649561378361,0.4277969208418383,0.09373205267948628
7,0.7203348875045776,0.633883521587065,0.46055321031053187,0.09173917590501264
8,0.7209264039993286,0.6778997763889685,0.4746459739435305,0.09002649360180562
9,0.722776472568512,0.6458739464480248,0.46503920494656314,0.09173850420681003
10,0.7203606367111206,0.606849521243048,0.45049819090282284,0.09297063855709532
11,0.7106995582580566,0.5311442864514649,0.41889884758119655,0.09390474351103618
12,0.7092956900596619,0.5112199701851958,0.4094474844360414,0.09414079574567327
13,0.7074337601661682,0.5116786594805344,0.40977667666322065,0.09384602075260122
14,0.7102149128913879,0.5149253196491027,0.41134626190814555,0.09432357610973541
15,0.7075892686843872,0.5262814632188522,0.41703035791566806,0.09424875435319019
16,0.7041765451431274,0.5849829424918296,0.4429013613029832,0.09237182226442188
17,0.7051250338554382,0.6548649733386848,0.46927832157078875,0.09149364440023254
18,0.7023641467094421,0.7217977753569176,0.4914727026343434,0.09102047654171323
19,0.7047200202941895,0.744133793933834,0.49787766134252875,0.09016021391454719
20,0.7025760412216187,0.7257324694684938,0.49343214439656224,0.09182167172861538
21,0.7016645669937134,0.6564309672610515,0.4706262502229177,0.09281069771277403
22,0.7001262903213501,0.5834922022819793,0.442661706246263,0.09358338535442987
23,0.6985169649124146,0.5248050570494811,0.41644499690092673,0.09348630313546687
24,0.6988748908042908,0.5171040938019609,0.41269706186256444,0.09375130397357323
25,0.6992726922035217,0.5160182902356516,0.41212510465538515,0.09374557803566697
26,0.6995731592178345,0.5234361561837051,0.41575478675305694,0.09425827641719017
27,0.6986718773841858,0.5429949544177513,0.42480315279505154,0.09446575260292628
28,0.6978347301483154,0.5674488274754887,0.43628321951897225,0.09468279155682299
29,0.6968533992767334,0.5989407144085774,0.4502719615226468,0.09483236268659587
30,0.696813702583313,0.6235092597901496,0.4595767312375204,0.09487103593135249
31,0.6977664828300476,0.6295618083825468,0.46133788839330014,0.09554437260944032
32,0.6965411305427551,0.6218895132159853,0.45873983441628385,0.0955870873266242
33,0.6963297128677368,0.5936120348603865,0.44726282356592084,0.09578302881108024
34,0.6970311999320984,0.5623244080041282,0.4337883338828151,0.09577176340635571
35,0.6956855058670044,0.542059658276475,0.42457269054806235,0.0964638381421583
36,0.6953415870666504,0.5302842440227051,0.4190504302834406,0.09619131071154388
37,0.6949271559715271,0.520676853391434,0.4144270340714574,0.09656867320986863
38,0.6942745447158813,0.52632804885041,0.4171166178263135,0.09734120556974453
39,0.6940183043479919,0.532298176710051,0.41995282062415,0.09778534751970372
40,0.6940948367118835,0.5389455879823405,0.42320006867103255,0.09733332783491588
41,0.6942362785339355,0.5491478412935038,0.4279580525711091,0.09735511190602458
42,0.6941391229629517,0.5636288056877473,0.43451515133143975,0.09799331493340996
43,0.694360613822937,0.5652664698125107,0.43542500204288614,0.0973149064629246
44,0.6938723921775818,0.5538458230606044,0.4301002827204385,0.09672452267179182
45,0.6952700018882751,0.5412175333983144,0.42433560539080833,0.09765709565556513
46,0.6939771175384521,0.525708101599679,0.41690299515221285,0.09723611927504894
47,0.6930748224258423,0.5152120004586893,0.411775694789729,0.09780219054537322
48,0.6926873326301575,0.5129794736540336,0.41067133563164104,0.09778847989246459
49,0.6926900148391724,0.5111339659423199,0.4097125129849625,0.0979662633342578
50,0.6934657692909241,0.51091537182501,0.409560795661557,0.09742204690541757
