feature_variant,model,best_lr,val_pr_auc,test_acc,test_f1,test_pr_auc,loss
gini_top_40,GCN-2,0.001,0.13660760442233588,0.5117512667390518,0.38369206810595463,0.06102054118262661,ce
gini_top_40,SAGE-2,0.001,0.12693292888872684,0.4633776692001448,0.3666955002619625,0.06787693728487042,ce
gini_top_40,SAGE-3,0.003,0.12281240916674382,0.6569059898660876,0.4511775492480038,0.06803092092647436,ce
